eVs,Wavelength,Si,GaAs,CdTe,CdTe monocrystalline,CdTe_FCA,CIGS,CIS,GaNP,GaNP older,GaAs_Aspnes,GaAs_Sze,GaAs_Adachi,GaAs_Sturge,Old_CdTe,perovskite triple cation,perovskite MaPI,MaPI no extrapolation,MaPI extrapolated,MaPI extrapolated highly extrapolated,Triple Cation Perovskite Urbach Tail Hybrid,GaAs_Palik_eyeballed,GaAs_Palik_Urbach,GaAs_original_data
0.65083593,1905.000951,7.42E-16,3.15E-22,2.06E-44,0,8.63E-19,4.04E-26,0,0,0,0,0,0,1.00E-34,0,4.69E-24,0,0,0,2.05E-34,4.74E-24,0,9.36E-20,0
0.652548656,1900.000949,8.53E-16,3.57E-22,2.59E-44,0,8.57E-19,5.10E-26,0,0,0,0,0,0,1.00E-34,0,5.26E-24,0,0,0,2.41E-34,5.31E-24,0,1.05E-19,0
0.65427042,1895.000948,9.81E-16,4.05E-22,3.26E-44,0,8.51E-19,6.44E-26,0,0,0,0,0,0,1.00E-34,0,5.90E-24,0,0,0,2.83E-34,5.96E-24,0,1.17E-19,0
0.656001295,1890.000943,1.13E-15,4.59E-22,4.11E-44,0,8.45E-19,8.14E-26,0,0,0,0,0,0,1.00E-34,0,6.62E-24,0,0,0,3.33E-34,6.69E-24,0,1.31E-19,0
0.657741351,1885.000941,1.30E-15,5.22E-22,5.19E-44,0,8.39E-19,1.03E-25,0,0,0,0,0,0,1.00E-34,0,7.44E-24,0,0,0,3.91E-34,7.51E-24,0,1.47E-19,0
0.659490663,1880.000939,1.50E-15,5.93E-22,6.56E-44,0,8.33E-19,1.31E-25,0,0,0,0,0,0,1.00E-34,0,8.36E-24,0,0,0,4.61E-34,8.44E-24,0,1.65E-19,0
0.661249305,1875.000936,1.73E-15,6.74E-22,8.30E-44,0,8.27E-19,1.66E-25,0,0,0,0,0,0,1.00E-34,0,9.40E-24,0,0,0,5.44E-34,9.49E-24,0,1.85E-19,0
0.663017351,1870.000934,2.00E-15,7.66E-22,1.05E-43,0,8.21E-19,2.11E-25,0,0,0,0,0,0,1.00E-34,0,1.06E-23,0,0,0,6.42E-34,1.07E-23,0,2.07E-19,0
0.664794878,1865.00093,2.31E-15,8.72E-22,1.33E-43,0,8.15E-19,2.68E-25,0,0,0,0,0,0,1.00E-34,0,1.19E-23,0,0,0,7.59E-34,1.20E-23,0,2.33E-19,0
0.666581961,1860.000928,2.67E-15,9.94E-22,1.69E-43,0,8.09E-19,3.41E-25,0,0,0,0,0,0,1.00E-34,0,1.34E-23,0,0,0,8.97E-34,1.35E-23,0,2.61E-19,0
0.668378678,1855.000925,3.09E-15,1.13E-21,2.15E-43,0,8.03E-19,4.35E-25,0,0,0,0,0,0,1.00E-34,0,1.51E-23,0,0,0,1.06E-33,1.53E-23,0,2.94E-19,0
0.670185106,1850.000925,3.58E-15,1.29E-21,2.74E-43,0,7.97E-19,5.56E-25,0,0,0,0,0,0,1.00E-34,0,1.71E-23,0,0,0,1.26E-33,1.72E-23,0,3.31E-19,0
0.672001326,1845.000922,4.15E-15,1.47E-21,3.50E-43,0,7.91E-19,7.11E-25,0,0,0,0,0,0,1.00E-34,0,1.92E-23,0,0,0,1.49E-33,1.94E-23,0,3.72E-19,0
0.673827417,1840.000918,4.81E-15,1.68E-21,4.47E-43,0,7.86E-19,9.10E-25,0,0,0,0,0,0,1.00E-34,0,2.17E-23,0,0,0,1.77E-33,2.20E-23,0,4.19E-19,0
0.675663459,1835.000916,5.58E-15,1.93E-21,5.71E-43,0,7.80E-19,1.17E-24,0,0,0,0,0,0,1.00E-34,0,2.46E-23,0,0,0,2.10E-33,2.48E-23,0,4.73E-19,0
0.677509534,1830.000913,6.49E-15,2.20E-21,7.31E-43,0,7.74E-19,1.50E-24,0,0,0,0,0,0,1.00E-34,0,2.78E-23,0,0,0,2.50E-33,2.81E-23,0,5.33E-19,0
0.679365724,1825.000912,7.54E-15,2.52E-21,9.38E-43,0,7.69E-19,1.93E-24,0,0,0,0,0,0,1.00E-34,0,3.15E-23,0,0,0,2.98E-33,3.18E-23,0,6.02E-19,0
0.681232114,1820.000908,8.78E-15,2.89E-21,1.20E-42,0,7.63E-19,2.48E-24,0,0,0,0,0,0,1.00E-34,0,3.56E-23,0,0,0,3.55E-33,3.60E-23,0,6.80E-19,0
0.683108786,1815.000907,1.02E-14,3.31E-21,1.55E-42,0,7.57E-19,3.20E-24,0,0,0,0,0,0,1.00E-34,0,4.04E-23,0,0,0,4.23E-33,4.08E-23,0,7.68E-19,0
0.684995827,1810.000904,1.19E-14,3.80E-21,1.99E-42,0,7.52E-19,4.13E-24,0,0,0,0,0,0,1.00E-34,0,4.58E-23,0,0,0,5.05E-33,4.62E-23,0,8.69E-19,0
0.686893322,1805.000902,1.39E-14,4.37E-21,2.57E-42,0,7.46E-19,5.34E-24,0,0,0,0,0,0,1.00E-34,0,5.20E-23,0,0,0,6.03E-33,5.25E-23,0,9.83E-19,0
0.688801359,1800.0009,1.62E-14,5.02E-21,3.32E-42,0,7.41E-19,6.92E-24,0,0,0,0,0,0,1.00E-34,0,5.90E-23,0,0,0,7.22E-33,5.96E-23,0,1.11E-18,0
0.690720026,1795.000896,1.90E-14,5.77E-21,4.29E-42,0,7.35E-19,8.97E-24,0,0,0,0,0,0,1.00E-34,0,6.71E-23,0,0,0,8.64E-33,6.77E-23,0,1.26E-18,0
0.692649412,1790.000893,2.22E-14,6.64E-21,5.55E-42,0,7.30E-19,1.17E-23,0,0,0,0,0,0,1.00E-34,0,7.63E-23,0,0,0,1.04E-32,7.70E-23,0,1.43E-18,0
0.694589606,1785.000891,2.60E-14,7.65E-21,7.20E-42,0,7.24E-19,1.52E-23,0,0,0,0,0,0,1.00E-34,0,8.68E-23,0,0,0,1.24E-32,8.76E-23,0,1.62E-18,0
0.6965407,1780.00089,3.05E-14,8.82E-21,9.35E-42,0,7.19E-19,1.97E-23,0,0,0,0,0,0,1.00E-34,0,9.89E-23,0,0,0,1.49E-32,9.98E-23,0,1.84E-18,0
0.698502787,1775.000886,3.57E-14,1.02E-20,1.22E-41,0,7.13E-19,2.58E-23,0,0,0,0,0,0,1.00E-34,0,1.13E-22,0,0,0,1.79E-32,1.14E-22,0,2.10E-18,0
0.700475959,1770.000883,4.19E-14,1.18E-20,1.58E-41,0,7.08E-19,3.36E-23,0,0,0,0,0,0,1.00E-34,0,1.29E-22,0,0,0,2.16E-32,1.30E-22,0,2.38E-18,0
0.70246031,1765.000881,4.93E-14,1.36E-20,2.06E-41,0,7.03E-19,4.40E-23,0,0,0,0,0,0,1.00E-34,0,1.47E-22,0,0,0,2.60E-32,1.48E-22,0,2.71E-18,0
0.704455936,1760.000878,5.80E-14,1.57E-20,2.70E-41,0,6.97E-19,5.77E-23,0,0,0,0,0,0,1.00E-34,0,1.68E-22,0,0,0,3.13E-32,1.69E-22,0,3.09E-18,0
0.706462933,1755.000875,6.82E-14,1.82E-20,3.53E-41,0,6.92E-19,7.57E-23,0,0,0,0,0,0,1.00E-34,0,1.92E-22,0,0,0,3.78E-32,1.93E-22,0,3.52E-18,0
0.708481398,1750.000874,8.04E-14,2.11E-20,4.62E-41,0,6.87E-19,9.95E-23,0,0,0,0,0,0,1.00E-34,0,2.19E-22,0,0,0,4.57E-32,2.21E-22,0,4.02E-18,0
0.710511431,1745.000871,9.48E-14,2.44E-20,6.07E-41,0,6.82E-19,1.31E-22,0,0,0,0,0,0,1.00E-34,0,2.51E-22,0,0,0,5.53E-32,2.53E-22,0,4.59E-18,0
0.71255313,1740.00087,1.12E-13,2.84E-20,7.97E-41,0,6.77E-19,1.73E-22,0,0,0,0,0,0,1.00E-34,0,2.88E-22,0,0,0,6.70E-32,2.90E-22,0,5.24E-18,0
0.714606598,1735.000865,1.32E-13,3.29E-20,1.05E-40,0,6.71E-19,2.28E-22,0,0,0,0,0,0,1.00E-34,0,3.30E-22,0,0,0,8.12E-32,3.33E-22,0,5.99E-18,0
0.716671935,1730.000863,1.56E-13,3.83E-20,1.38E-40,0,6.66E-19,3.02E-22,0,0,0,0,0,0,1.00E-34,0,3.78E-22,0,0,0,9.86E-32,3.82E-22,0,6.85E-18,0
0.718749245,1725.00086,1.85E-13,4.45E-20,1.83E-40,0,6.61E-19,4.00E-22,0,0,0,0,0,0,1.00E-34,0,4.35E-22,0,0,0,1.20E-31,4.39E-22,0,7.85E-18,0
0.720838632,1720.000859,2.19E-13,5.19E-20,2.42E-40,0,6.56E-19,5.30E-22,0,0,0,0,0,0,1.00E-34,0,5.00E-22,0,0,0,1.46E-31,5.04E-22,0,8.99E-18,0
0.722940202,1715.000857,2.60E-13,6.05E-20,3.20E-40,0,6.51E-19,7.05E-22,0,0,0,0,0,0,1.00E-34,0,5.75E-22,0,0,0,1.78E-31,5.80E-22,0,1.03E-17,0
0.725054062,1710.000855,3.09E-13,7.05E-20,4.25E-40,0,6.46E-19,9.39E-22,0,0,0,0,0,0,1.00E-34,0,6.62E-22,0,0,0,2.16E-31,6.68E-22,0,1.18E-17,0
0.727180321,1705.000851,3.67E-13,8.24E-20,5.65E-40,0,6.41E-19,1.25E-21,0,0,0,0,0,0,1.00E-34,0,7.63E-22,0,0,0,2.64E-31,7.69E-22,0,1.36E-17,0
0.728462072,1702.00085,4.08E-13,9.04E-20,6.71E-40,0,6.38E-19,1.49E-21,0,0,0,0,0,0,1.00E-34,0,8.31E-22,0,0,0,2.98E-31,8.38E-22,0,1.48E-17,0
0.729319086,1700.00085,4.37E-13,9.62E-20,7.52E-40,0,6.36E-19,1.67E-21,0,0,0,0,0,0,1.00E-34,0,8.79E-22,0,0,0,3.23E-31,8.87E-22,0,1.56E-17,0
0.72974835,1699.000849,4.53E-13,9.93E-20,7.97E-40,0,6.35E-19,1.77E-21,0,0,0,0,0,0,1.00E-34,0,9.05E-22,0,0,0,3.36E-31,9.13E-22,0,1.61E-17,0
0.730178119,1698.000849,4.69E-13,1.02E-19,8.44E-40,0,6.34E-19,1.88E-21,0,0,0,0,0,0,1.00E-34,0,9.31E-22,0,0,0,3.50E-31,9.40E-22,0,1.65E-17,0
0.730608395,1697.000848,4.86E-13,1.06E-19,8.94E-40,0,6.33E-19,1.99E-21,0,0,0,0,0,0,1.00E-34,0,9.58E-22,0,0,0,3.65E-31,9.67E-22,0,1.70E-17,0
0.731039179,1696.000846,5.03E-13,1.09E-19,9.47E-40,0,6.32E-19,2.11E-21,0,0,0,0,0,0,1.00E-34,0,9.86E-22,0,0,0,3.80E-31,9.95E-22,0,1.75E-17,0
0.73147047,1695.000847,5.21E-13,1.13E-19,1.00E-39,0,6.31E-19,2.24E-21,0,0,0,0,0,0,1.00E-34,0,1.02E-21,0,0,0,3.95E-31,1.02E-21,0,1.80E-17,0
0.731902271,1694.000845,5.39E-13,1.16E-19,1.06E-39,0,6.30E-19,2.37E-21,0,0,0,0,0,0,1.00E-34,0,1.04E-21,0,0,0,4.12E-31,1.05E-21,0,1.85E-17,0
0.732334582,1693.000845,5.59E-13,1.20E-19,1.13E-39,0,6.29E-19,2.52E-21,0,0,0,0,0,0,1.00E-34,0,1.08E-21,0,0,0,4.29E-31,1.08E-21,0,1.90E-17,0
0.732767404,1692.000844,5.79E-13,1.24E-19,1.19E-39,0,6.28E-19,2.67E-21,0,0,0,0,0,0,1.00E-34,0,1.11E-21,0,0,0,4.46E-31,1.12E-21,0,1.96E-17,0
0.733200737,1691.000845,5.99E-13,1.28E-19,1.26E-39,0,6.27E-19,2.83E-21,0,0,0,0,0,0,1.00E-34,0,1.14E-21,0,0,0,4.65E-31,1.15E-21,0,2.01E-17,0
0.733634584,1690.000844,6.21E-13,1.32E-19,1.34E-39,0,6.26E-19,3.00E-21,0,0,0,0,0,0,1.00E-34,0,1.17E-21,0,0,0,4.84E-31,1.18E-21,0,2.07E-17,0
0.734068944,1689.000844,6.43E-13,1.36E-19,1.42E-39,0,6.25E-19,3.18E-21,0,0,0,0,0,0,1.00E-34,0,1.21E-21,0,0,0,5.04E-31,1.22E-21,0,2.13E-17,0
0.734503819,1688.000843,6.66E-13,1.40E-19,1.51E-39,0,6.24E-19,3.38E-21,0,0,0,0,0,0,1.00E-34,0,1.24E-21,0,0,0,5.25E-31,1.25E-21,0,2.19E-17,0
0.73493921,1687.000842,6.90E-13,1.45E-19,1.60E-39,0,6.23E-19,3.58E-21,0,0,0,0,0,0,1.00E-34,0,1.28E-21,0,0,0,5.47E-31,1.29E-21,0,2.26E-17,0
0.735375117,1686.000841,7.15E-13,1.50E-19,1.69E-39,0,6.22E-19,3.80E-21,0,0,0,0,0,0,1.00E-34,0,1.32E-21,0,0,0,5.70E-31,1.33E-21,0,2.32E-17,0
0.735811541,1685.000842,7.41E-13,1.55E-19,1.79E-39,0,6.21E-19,4.03E-21,0,0,0,0,0,0,1.00E-34,0,1.36E-21,0,0,0,5.94E-31,1.37E-21,0,2.39E-17,0
0.736248484,1684.000841,7.68E-13,1.60E-19,1.90E-39,0,6.20E-19,4.28E-21,0,0,0,0,0,0,1.00E-34,0,1.40E-21,0,0,0,6.19E-31,1.41E-21,0,2.46E-17,0
0.736685946,1683.00084,7.96E-13,1.65E-19,2.02E-39,0,6.19E-19,4.54E-21,0,0,0,0,0,0,1.00E-34,0,1.44E-21,0,0,0,6.45E-31,1.45E-21,0,2.53E-17,0
0.737123928,1682.00084,8.25E-13,1.70E-19,2.14E-39,0,6.19E-19,4.82E-21,0,0,0,0,0,0,1.00E-34,0,1.48E-21,0,0,0,6.72E-31,1.49E-21,0,2.60E-17,0
0.737562431,1681.00084,8.54E-13,1.76E-19,2.27E-39,0,6.18E-19,5.11E-21,0,0,0,0,0,0,1.00E-34,0,1.52E-21,0,0,0,7.00E-31,1.54E-21,0,2.68E-17,0
0.738001456,1680.00084,8.86E-13,1.81E-19,2.40E-39,0,6.17E-19,5.42E-21,0,0,0,0,0,0,1.00E-34,0,1.57E-21,0,0,0,7.29E-31,1.58E-21,0,2.75E-17,0
0.738441005,1679.000838,9.18E-13,1.87E-19,2.55E-39,0,6.16E-19,5.76E-21,0,0,0,0,0,0,1.00E-34,0,1.62E-21,0,0,0,7.60E-31,1.63E-21,0,2.83E-17,0
0.738881077,1678.000837,9.51E-13,1.93E-19,2.71E-39,0,6.15E-19,6.11E-21,0,0,0,0,0,0,1.00E-34,0,1.66E-21,0,0,0,7.92E-31,1.68E-21,0,2.92E-17,0
0.739321674,1677.000837,9.86E-13,2.00E-19,2.87E-39,0,6.14E-19,6.49E-21,0,0,0,0,0,0,1.00E-34,0,1.71E-21,0,0,0,8.26E-31,1.73E-21,0,3.00E-17,0
0.739762796,1676.000838,1.02E-12,2.06E-19,3.04E-39,0,6.13E-19,6.88E-21,0,0,0,0,0,0,1.00E-34,0,1.76E-21,0,0,0,8.60E-31,1.78E-21,0,3.09E-17,0
0.740204446,1675.000836,1.06E-12,2.13E-19,3.23E-39,0,6.12E-19,7.31E-21,0,0,0,0,0,0,1.00E-34,0,1.82E-21,0,0,0,8.97E-31,1.83E-21,0,3.18E-17,0
0.740646623,1674.000836,1.10E-12,2.20E-19,3.43E-39,0,6.11E-19,7.76E-21,0,0,0,0,0,0,1.00E-34,0,1.87E-21,0,0,0,9.35E-31,1.89E-21,0,3.27E-17,0
0.741089329,1673.000835,1.14E-12,2.27E-19,3.64E-39,0,6.10E-19,8.24E-21,0,0,0,0,0,0,1.00E-34,0,1.93E-21,0,0,0,9.74E-31,1.94E-21,0,3.37E-17,0
0.741532564,1672.000835,1.18E-12,2.34E-19,3.86E-39,0,6.09E-19,8.75E-21,0,0,0,0,0,0,1.00E-34,0,1.99E-21,0,0,0,1.02E-30,2.00E-21,0,3.47E-17,0
0.74197633,1671.000834,1.22E-12,2.42E-19,4.09E-39,0,6.08E-19,9.29E-21,0,0,0,0,0,0,1.00E-34,0,2.05E-21,0,0,0,1.06E-30,2.06E-21,0,3.57E-17,0
0.742420627,1670.000833,1.27E-12,2.50E-19,4.35E-39,0,6.07E-19,9.87E-21,0,0,0,0,0,0,1.00E-34,0,2.11E-21,0,0,0,1.10E-30,2.13E-21,0,3.67E-17,0
0.742865456,1669.000834,1.31E-12,2.58E-19,4.61E-39,0,6.06E-19,1.05E-20,0,0,0,0,0,0,1.00E-34,0,2.17E-21,0,0,0,1.15E-30,2.19E-21,0,3.78E-17,0
0.743310819,1668.000834,1.36E-12,2.67E-19,4.90E-39,0,6.05E-19,1.11E-20,0,0,0,0,0,0,1.00E-34,0,2.24E-21,0,0,0,1.20E-30,2.26E-21,0,3.89E-17,0
0.743756717,1667.000832,1.41E-12,2.76E-19,5.20E-39,0,6.04E-19,1.18E-20,0,0,0,0,0,0,1.00E-34,0,2.30E-21,0,0,0,1.25E-30,2.32E-21,0,4.01E-17,0
0.744203149,1666.000833,1.47E-12,2.85E-19,5.52E-39,0,6.03E-19,1.26E-20,0,0,0,0,0,0,1.00E-34,0,2.37E-21,0,0,0,1.31E-30,2.39E-21,0,4.13E-17,0
0.744650118,1665.000832,1.52E-12,2.94E-19,5.86E-39,0,6.02E-19,1.33E-20,0,0,0,0,0,0,1.00E-34,0,2.44E-21,0,0,0,1.36E-30,2.47E-21,0,4.25E-17,0
0.745097624,1664.000831,1.58E-12,3.04E-19,6.22E-39,0,6.01E-19,1.42E-20,0,0,0,0,0,0,1.00E-34,0,2.52E-21,0,0,0,1.42E-30,2.54E-21,0,4.38E-17,0
0.745545669,1663.000829,1.63E-12,3.14E-19,6.60E-39,0,6.00E-19,1.51E-20,0,0,0,0,0,0,1.00E-34,0,2.59E-21,0,0,0,1.48E-30,2.62E-21,0,4.51E-17,0
0.745994252,1662.00083,1.70E-12,3.25E-19,7.01E-39,0,5.99E-19,1.60E-20,0,0,0,0,0,0,1.00E-34,0,2.67E-21,0,0,0,1.54E-30,2.70E-21,0,4.64E-17,0
0.746443376,1661.000828,1.76E-12,3.35E-19,7.45E-39,0,5.98E-19,1.70E-20,0,0,0,0,0,0,1.00E-34,0,2.75E-21,0,0,0,1.61E-30,2.78E-21,0,4.78E-17,0
0.74689304,1660.000829,1.82E-12,3.47E-19,7.91E-39,0,5.97E-19,1.81E-20,0,0,0,0,0,0,1.00E-34,0,2.84E-21,0,0,0,1.68E-30,2.86E-21,0,4.92E-17,0
0.747343247,1659.000828,1.89E-12,3.58E-19,8.40E-39,0,5.97E-19,1.92E-20,0,0,0,0,0,0,1.00E-34,0,2.93E-21,0,0,0,1.75E-30,2.95E-21,0,5.07E-17,0
0.747793997,1658.000828,1.96E-12,3.70E-19,8.92E-39,0,5.96E-19,2.04E-20,0,0,0,0,0,0,1.00E-34,0,3.01E-21,0,0,0,1.83E-30,3.04E-21,0,5.22E-17,0
0.748245291,1657.000827,2.04E-12,3.82E-19,9.48E-39,0,5.95E-19,2.17E-20,0,0,0,0,0,0,1.00E-34,0,3.11E-21,0,0,0,1.91E-30,3.13E-21,0,5.37E-17,0
0.74869713,1656.000826,2.11E-12,3.95E-19,1.01E-38,0,5.94E-19,2.31E-20,0,0,0,0,0,0,1.00E-34,0,3.20E-21,0,0,0,1.99E-30,3.23E-21,0,5.53E-17,0
0.749149515,1655.000826,2.19E-12,4.09E-19,1.07E-38,0,5.93E-19,2.45E-20,0,0,0,0,0,0,1.00E-34,0,3.30E-21,0,0,0,2.08E-30,3.33E-21,0,5.70E-17,0
0.749602447,1654.000825,2.27E-12,4.22E-19,1.14E-38,0,5.92E-19,2.61E-20,0,0,0,0,0,0,1.00E-34,0,3.40E-21,0,0,0,2.17E-30,3.43E-21,0,5.87E-17,0
0.750055927,1653.000825,2.36E-12,4.36E-19,1.21E-38,0,5.91E-19,2.78E-20,0,0,0,0,0,0,1.00E-34,0,3.51E-21,0,0,0,2.26E-30,3.54E-21,0,6.05E-17,0
0.750509956,1652.000824,2.45E-12,4.51E-19,1.28E-38,0,5.90E-19,2.95E-20,0,0,0,0,0,0,1.00E-34,0,3.61E-21,0,0,0,2.36E-30,3.64E-21,0,6.23E-17,0
0.750964535,1651.000824,2.54E-12,4.66E-19,1.36E-38,0,5.89E-19,3.14E-20,0,0,0,0,0,0,1.00E-34,0,3.72E-21,0,0,0,2.46E-30,3.76E-21,0,6.41E-17,0
0.751419665,1650.000823,2.64E-12,4.82E-19,1.45E-38,0,5.88E-19,3.34E-20,0,0,0,0,0,0,1.00E-34,0,3.84E-21,0,0,0,2.57E-30,3.87E-21,0,6.61E-17,0
0.751875347,1649.000823,2.73E-12,4.98E-19,1.54E-38,0,5.87E-19,3.55E-20,0,0,0,0,0,0,1.00E-34,0,3.96E-21,0,0,0,2.68E-30,3.99E-21,0,6.81E-17,0
0.752331582,1648.000822,2.84E-12,5.15E-19,1.64E-38,0,5.86E-19,3.78E-20,0,0,0,0,0,0,1.00E-34,0,4.08E-21,0,0,0,2.80E-30,4.12E-21,0,7.01E-17,0
0.752788371,1647.000822,2.95E-12,5.33E-19,1.74E-38,0,5.85E-19,4.02E-20,0,0,0,0,0,0,1.00E-34,0,4.21E-21,0,0,0,2.92E-30,4.24E-21,0,7.23E-17,0
0.753245715,1646.000822,3.06E-12,5.51E-19,1.85E-38,0,5.84E-19,4.28E-20,0,0,0,0,0,0,1.00E-34,0,4.34E-21,0,0,0,3.05E-30,4.37E-21,0,7.44E-17,0
0.753703615,1645.000822,3.17E-12,5.69E-19,1.97E-38,0,5.83E-19,4.55E-20,0,0,0,0,0,0,1.00E-34,0,4.47E-21,0,0,0,3.18E-30,4.51E-21,0,7.67E-17,0
0.754162072,1644.000821,3.29E-12,5.89E-19,2.09E-38,0,5.82E-19,4.84E-20,0,0,0,0,0,0,1.00E-34,0,4.61E-21,0,0,0,3.32E-30,4.65E-21,0,7.90E-17,0
0.754621088,1643.000819,3.42E-12,6.09E-19,2.23E-38,0,5.82E-19,5.15E-20,0,0,0,0,0,0,1.00E-34,0,4.75E-21,0,0,0,3.47E-30,4.79E-21,0,8.14E-17,0
0.755080662,1642.00082,3.55E-12,6.29E-19,2.37E-38,0,5.81E-19,5.48E-20,0,0,0,0,0,0,1.00E-34,0,4.90E-21,0,0,0,3.62E-30,4.94E-21,0,8.39E-17,0
0.755540796,1641.00082,3.68E-12,6.51E-19,2.52E-38,0,5.80E-19,5.83E-20,0,0,0,0,0,0,1.00E-34,0,5.05E-21,0,0,0,3.78E-30,5.10E-21,0,8.65E-17,0
0.756001492,1640.000819,3.82E-12,6.73E-19,2.68E-38,0,5.79E-19,6.21E-20,0,0,0,0,0,0,1.00E-34,0,5.21E-21,0,0,0,3.95E-30,5.26E-21,0,8.91E-17,0
0.75646275,1639.000818,3.97E-12,6.96E-19,2.85E-38,0,5.78E-19,6.61E-20,0,0,0,0,0,0,1.00E-34,0,5.37E-21,0,0,0,4.12E-30,5.42E-21,0,9.18E-17,0
0.756924571,1638.000817,4.12E-12,7.20E-19,3.03E-38,0,5.77E-19,7.04E-20,0,0,0,0,0,0,1.00E-34,0,5.54E-21,0,0,0,4.30E-30,5.59E-21,0,9.46E-17,0
0.757386956,1637.000817,4.28E-12,7.45E-19,3.22E-38,0,5.76E-19,7.49E-20,0,0,0,0,0,0,1.00E-34,0,5.71E-21,0,0,0,4.50E-30,5.76E-21,0,9.75E-17,0
0.757849906,1636.000818,4.44E-12,7.70E-19,3.43E-38,0,5.75E-19,7.98E-20,0,0,0,0,0,0,1.00E-34,0,5.89E-21,0,0,0,4.70E-30,5.95E-21,0,1.01E-16,0
0.758313423,1635.000817,4.61E-12,7.97E-19,3.65E-38,0,5.74E-19,8.49E-20,0,0,0,0,0,0,1.00E-34,0,6.08E-21,0,0,0,4.90E-30,6.13E-21,0,1.04E-16,0
0.758777507,1634.000816,4.79E-12,8.24E-19,3.88E-38,0,5.73E-19,9.04E-20,0,0,0,0,0,0,1.00E-34,0,6.27E-21,0,0,0,5.12E-30,6.32E-21,0,1.07E-16,0
0.75924216,1633.000815,4.98E-12,8.53E-19,4.13E-38,0,5.72E-19,9.63E-20,0,0,0,0,0,0,1.00E-34,0,6.47E-21,0,0,0,5.35E-30,6.52E-21,0,1.10E-16,0
0.759707382,1632.000814,5.17E-12,8.82E-19,4.40E-38,0,5.71E-19,1.03E-19,0,0,0,0,0,0,1.00E-34,0,6.67E-21,0,0,0,5.59E-30,6.73E-21,0,1.13E-16,0
0.760173174,1631.000814,5.37E-12,9.12E-19,4.68E-38,0,5.71E-19,1.09E-19,0,0,0,0,0,0,1.00E-34,0,6.88E-21,0,0,0,5.84E-30,6.94E-21,0,1.17E-16,0
0.760639538,1630.000814,5.58E-12,9.44E-19,4.98E-38,0,5.70E-19,1.16E-19,0,0,0,0,0,0,1.00E-34,0,7.10E-21,0,0,0,6.10E-30,7.16E-21,0,1.21E-16,0
0.761106474,1629.000814,5.79E-12,9.77E-19,5.30E-38,0,5.69E-19,1.24E-19,0,0,0,0,0,0,1.00E-34,0,7.32E-21,0,0,0,6.37E-30,7.39E-21,0,1.24E-16,0
0.761573985,1628.000812,6.01E-12,1.01E-18,5.64E-38,0,5.68E-19,1.32E-19,0,0,0,0,0,0,1.00E-34,0,7.55E-21,0,0,0,6.66E-30,7.62E-21,0,1.28E-16,0
0.762042069,1627.000813,6.25E-12,1.05E-18,6.01E-38,0,5.67E-19,1.41E-19,0,0,0,0,0,0,1.00E-34,0,7.79E-21,0,0,0,6.96E-30,7.86E-21,0,1.32E-16,0
0.76251073,1626.000812,6.49E-12,1.08E-18,6.40E-38,0,5.66E-19,1.50E-19,0,0,0,0,0,0,1.00E-34,0,8.04E-21,0,0,0,7.27E-30,8.11E-21,0,1.36E-16,0
0.762979967,1625.000812,6.74E-12,1.12E-18,6.81E-38,0,5.65E-19,1.60E-19,0,0,0,0,0,0,1.00E-34,0,8.30E-21,0,0,0,7.60E-30,8.37E-21,0,1.40E-16,0
0.763449783,1624.00081,7.01E-12,1.16E-18,7.26E-38,0,5.64E-19,1.70E-19,0,0,0,0,0,0,1.00E-34,0,8.56E-21,0,0,0,7.94E-30,8.64E-21,0,1.45E-16,0
0.763920177,1623.00081,7.28E-12,1.20E-18,7.73E-38,0,5.63E-19,1.82E-19,0,0,0,0,0,0,1.00E-34,0,8.83E-21,0,0,0,8.30E-30,8.91E-21,0,1.49E-16,0
0.764391151,1622.00081,7.56E-12,1.24E-18,8.23E-38,0,5.62E-19,1.93E-19,0,0,0,0,0,0,1.00E-34,0,9.12E-21,0,0,0,8.67E-30,9.20E-21,0,1.54E-16,0
0.764862706,1621.00081,7.86E-12,1.28E-18,8.77E-38,0,5.61E-19,2.06E-19,0,0,0,0,0,0,1.00E-34,0,9.41E-21,0,0,0,9.07E-30,9.49E-21,0,1.59E-16,0
0.765334844,1620.000808,8.17E-12,1.33E-18,9.34E-38,0,5.61E-19,2.20E-19,0,0,0,0,0,0,1.00E-34,0,9.71E-21,0,0,0,9.48E-30,9.79E-21,0,1.64E-16,0
0.765807564,1619.000809,8.49E-12,1.38E-18,9.95E-38,0,5.60E-19,2.34E-19,0,0,0,0,0,0,1.00E-34,0,1.00E-20,0,0,0,9.91E-30,1.01E-20,0,1.69E-16,0
0.766280869,1618.000809,8.82E-12,1.42E-18,1.06E-37,0,5.59E-19,2.50E-19,0,0,0,0,0,0,1.00E-34,0,1.03E-20,0,0,0,1.04E-29,1.04E-20,0,1.74E-16,0
0.76675476,1617.000807,9.16E-12,1.47E-18,1.13E-37,0,5.58E-19,2.66E-19,0,0,0,0,0,0,1.00E-34,0,1.07E-20,0,0,0,1.08E-29,1.08E-20,0,1.80E-16,0
0.767229237,1616.000807,9.52E-12,1.53E-18,1.20E-37,0,5.57E-19,2.84E-19,0,0,0,0,0,0,1.00E-34,0,1.10E-20,0,0,0,1.13E-29,1.11E-20,0,1.85E-16,0
